customer_id,name,email,phone,plan_type,monthly_charge,tenure_months,total_charges,contract_type,payment_method,num_tickets,avg_satisfaction,churn_status
226,Cliente 226,cliente226@example.com,0916384219,Internet Hogar 100MB,33.16,19,625.62,month-to-month,cash,1,1.9,0
227,Cliente 227,cliente227@example.com,0972518884,Fibra 1GB,79.97,14,1166.82,month-to-month,cash,2,5.0,0
228,Cliente 228,cliente228@example.com,0914533051,Fibra 200MB,32.54,69,2199.16,month-to-month,bank_transfer,1,2.36,0
229,Cliente 229,cliente229@example.com,0987626967,Fibra 200MB,15.0,40,627.92,month-to-month,bank_transfer,2,3.98,0
230,Cliente 230,cliente230@example.com,0998187724,Plan Familiar,63.54,30,1804.23,two-year,credit_card,1,4.09,0
231,Cliente 231,cliente231@example.com,0999146025,Internet Hogar 100MB,72.01,5,354.52,month-to-month,credit_card,3,,1
232,Cliente 232,cliente232@example.com,0961469936,Combo TV+Internet,74.87,55,3898.18,month-to-month,bank_transfer,2,2.74,1
233,Cliente 233,cliente233@example.com,0952511321,Plan Ilimitado,63.69,34,1950.12,month-to-month,bank_transfer,2,3.44,0
234,Cliente 234,cliente234@example.com,0905070616,Plan Prepago Movil,66.63,28,1958.17,month-to-month,cash,0,2.55,0
235,Cliente 235,cliente235@example.com,0914611664,Plan Familiar,45.95,48,2064.46,one-year,credit_card,1,4.49,0
236,Cliente 236,cliente236@example.com,0913263321,Plan Familiar,15.0,9,141.21,one-year,credit_card,3,4.23,1
237,Cliente 237,cliente237@example.com,0984520770,Fibra 200MB,45.5,38,1725.46,month-to-month,credit_card,3,3.58,0
238,Cliente 238,cliente238@example.com,0988846051,Fibra 1GB,56.19,63,3665.96,one-year,bank_transfer,0,2.97,0
239,Cliente 239,cliente239@example.com,0999155748,Fibra 500MB,42.57,33,1468.14,month-to-month,bank_transfer,0,,0
240,Cliente 240,cliente240@example.com,0933750628,Plan Ilimitado,41.74,0,0.0,two-year,cash,1,2.17,0
241,Cliente 241,cliente241@example.com,0984897698,Fibra 1GB,27.65,16,464.5,one-year,credit_card,2,,0
242,Cliente 242,cliente242@example.com,0940643179,Plan Ilimitado,26.97,4,109.51,month-to-month,bank_transfer,1,3.51,0
243,Cliente 243,cliente243@example.com,0952071012,Combo TV+Internet,78.09,36,2751.0,one-year,credit_card,1,3.32,0
244,Cliente 244,cliente244@example.com,0933178238,Fibra 500MB,78.74,26,2043.64,two-year,credit_card,0,4.81,0
245,Cliente 245,cliente245@example.com,0997597606,Combo TV+Internet,44.95,9,375.88,month-to-month,credit_card,0,4.31,0
246,Cliente 246,cliente246@example.com,0926514508,Fibra 500MB,50.07,50,2257.29,two-year,bank_transfer,1,3.63,1
247,Cliente 247,cliente247@example.com,0990114628,Combo TV+Internet,27.34,12,307.91,two-year,bank_transfer,2,4.15,0
248,Cliente 248,cliente248@example.com,0933582334,Plan Ilimitado,56.57,24,1310.49,month-to-month,credit_card,0,4.13,0
249,Cliente 249,cliente249@example.com,0949142579,Plan Familiar,76.67,72,5157.05,one-year,bank_transfer,0,5.0,0
250,Cliente 250,cliente250@example.com,0942901985,Combo TV+Internet,17.47,4,68.28,one-year,cash,2,3.88,0
251,Cliente 251,cliente251@example.com,0939987534,Combo TV+Internet,53.35,18,959.04,month-to-month,credit_card,1,2.85,1
252,Cliente 252,cliente252@example.com,0954810428,Fibra 500MB,54.7,23,1256.05,month-to-month,credit_card,1,3.82,1
253,Cliente 253,cliente253@example.com,0989391920,Plan Familiar,54.5,37,2085.19,two-year,bank_transfer,0,1.0,0
254,Cliente 254,cliente254@example.com,0985424619,Plan Familiar,74.57,17,1324.67,one-year,bank_transfer,1,3.56,0
255,Cliente 255,cliente255@example.com,0978088355,Fibra 500MB,81.65,70,5907.57,month-to-month,cash,1,4.8,0
256,Cliente 256,cliente256@example.com,0982950318,Internet Hogar 100MB,40.8,0,0.0,month-to-month,credit_card,0,4.26,0
257,Cliente 257,cliente257@example.com,0944379892,Fibra 200MB,57.12,69,3668.8,month-to-month,bank_transfer,1,3.93,0
258,Cliente 258,cliente258@example.com,0966389991,Plan Familiar,46.52,39,1889.6,two-year,cash,1,4.31,0
259,Cliente 259,cliente259@example.com,0916741211,Fibra 500MB,33.62,2,62.28,one-year,credit_card,0,4.81,0
260,Cliente 260,cliente260@example.com,0915535602,Fibra 500MB,49.87,8,368.13,month-to-month,credit_card,1,5.0,0
261,Cliente 261,cliente261@example.com,0920178172,Plan Prepago Movil,57.09,7,378.7,two-year,cash,1,4.09,0
262,Cliente 262,cliente262@example.com,0912937448,Fibra 500MB,48.9,20,964.35,two-year,credit_card,1,3.25,0
263,Cliente 263,cliente263@example.com,0996819118,Fibra 200MB,29.14,24,700.91,month-to-month,bank_transfer,0,1.06,0
264,Cliente 264,cliente264@example.com,0942028097,Internet Hogar 100MB,36.66,46,1521.09,month-to-month,cash,3,4.68,0
265,Cliente 265,cliente265@example.com,0927535087,Fibra 200MB,36.79,22,822.9,one-year,credit_card,0,4.17,0
266,Cliente 266,cliente266@example.com,0910447802,Plan Prepago Movil,29.84,52,1437.25,month-to-month,bank_transfer,1,3.77,0
267,Cliente 267,cliente267@example.com,0953963644,Fibra 1GB,50.64,21,1004.39,month-to-month,bank_transfer,1,2.84,1
268,Cliente 268,cliente268@example.com,0974645453,Plan Prepago Movil,52.53,19,946.48,one-year,cash,1,4.66,0
269,Cliente 269,cliente269@example.com,0912334423,Plan Prepago Movil,62.63,20,1189.8,two-year,cash,1,3.32,1
270,Cliente 270,cliente270@example.com,0925464946,Fibra 200MB,29.56,24,719.41,month-to-month,cash,2,3.56,0
271,Cliente 271,cliente271@example.com,0947507745,Plan Ilimitado,34.61,61,1913.06,two-year,credit_card,2,3.54,0
272,Cliente 272,cliente272@example.com,0908795229,Fibra 200MB,72.98,18,1221.0,two-year,bank_transfer,4,4.09,0
273,Cliente 273,cliente273@example.com,0906075473,Internet Hogar 100MB,42.04,19,721.56,month-to-month,cash,1,2.34,0
274,Cliente 274,cliente274@example.com,0958409540,Plan Familiar,45.54,69,3194.88,month-to-month,bank_transfer,0,4.22,0
275,Cliente 275,cliente275@example.com,0902974738,Combo TV+Internet,41.85,47,2060.49,one-year,bank_transfer,1,2.81,0
276,Cliente 276,cliente276@example.com,0937461925,Internet Hogar 100MB,65.39,13,849.16,one-year,credit_card,0,2.85,0
277,Cliente 277,cliente277@example.com,0966589717,Internet Hogar 100MB,66.09,63,4115.87,month-to-month,cash,1,4.57,0
278,Cliente 278,cliente278@example.com,0955958607,Plan Prepago Movil,65.04,13,876.14,one-year,credit_card,2,2.51,0
279,Cliente 279,cliente279@example.com,0945317204,Fibra 500MB,45.48,11,469.38,one-year,credit_card,0,4.57,0
280,Cliente 280,cliente280@example.com,0972349191,Plan Familiar,29.3,32,853.19,one-year,cash,3,3.71,0
281,Cliente 281,cliente281@example.com,0958954790,Internet Hogar 100MB,79.65,50,3888.89,one-year,cash,0,1.79,0
282,Cliente 282,cliente282@example.com,0922801090,Plan Prepago Movil,60.41,13,737.47,month-to-month,cash,1,5.0,0
283,Cliente 283,cliente283@example.com,0925304725,Plan Ilimitado,36.78,54,1921.89,month-to-month,bank_transfer,4,3.94,0
284,Cliente 284,cliente284@example.com,0942089583,Fibra 200MB,70.63,11,752.41,month-to-month,credit_card,2,4.03,0
285,Cliente 285,cliente285@example.com,0995869589,Fibra 500MB,35.36,57,1910.36,two-year,bank_transfer,3,4.71,0
286,Cliente 286,cliente286@example.com,0973046876,Fibra 1GB,70.39,6,410.92,two-year,credit_card,1,5.0,0
287,Cliente 287,cliente287@example.com,0959275536,Fibra 1GB,71.61,33,2261.57,one-year,cash,0,,0
288,Cliente 288,cliente288@example.com,0994111402,Plan Prepago Movil,28.41,46,1198.34,month-to-month,bank_transfer,2,4.28,0
289,Cliente 289,cliente289@example.com,0966660920,Fibra 200MB,55.47,19,1085.56,one-year,credit_card,0,4.01,0
290,Cliente 290,cliente290@example.com,0984335501,Combo TV+Internet,59.08,44,2613.01,month-to-month,credit_card,1,3.22,0
291,Cliente 291,cliente291@example.com,0994967386,Combo TV+Internet,92.07,50,4171.67,month-to-month,credit_card,3,1.86,1
292,Cliente 292,cliente292@example.com,0972539930,Fibra 1GB,31.64,47,1364.2,month-to-month,cash,0,3.84,0
293,Cliente 293,cliente293@example.com,0922094163,Plan Familiar,70.79,28,1812.6,two-year,bank_transfer,1,5.0,0
294,Cliente 294,cliente294@example.com,0914562676,Plan Familiar,45.31,56,2307.12,month-to-month,credit_card,0,4.24,0
295,Cliente 295,cliente295@example.com,0999434419,Combo TV+Internet,22.66,53,1091.52,one-year,credit_card,1,2.43,0
296,Cliente 296,cliente296@example.com,0951995999,Fibra 500MB,42.84,23,910.01,two-year,credit_card,0,,0
297,Cliente 297,cliente297@example.com,0990057863,Combo TV+Internet,45.04,53,2452.0,one-year,credit_card,1,3.26,0
298,Cliente 298,cliente298@example.com,0995627188,Plan Familiar,25.94,67,1780.1,month-to-month,cash,0,1.3,0
299,Cliente 299,cliente299@example.com,0969902135,Fibra 500MB,50.62,59,3038.76,two-year,bank_transfer,3,4.72,0
300,Cliente 300,cliente300@example.com,0910663754,Plan Prepago Movil,62.24,53,3273.01,one-year,credit_card,1,2.56,0
301,Cliente 301,cliente301@example.com,0907611318,Internet Hogar 100MB,49.29,55,2734.06,month-to-month,bank_transfer,1,5.0,0
302,Cliente 302,cliente302@example.com,0990229692,Plan Prepago Movil,35.25,58,2066.52,one-year,credit_card,2,4.86,0
303,Cliente 303,cliente303@example.com,0904884204,Internet Hogar 100MB,42.33,21,918.62,two-year,credit_card,2,3.35,0
304,Cliente 304,cliente304@example.com,0950973338,Plan Familiar,44.92,52,2358.85,month-to-month,bank_transfer,2,4.11,0
305,Cliente 305,cliente305@example.com,0970373857,Plan Familiar,48.91,14,691.91,month-to-month,credit_card,0,5.0,0
306,Cliente 306,cliente306@example.com,0957428403,Combo TV+Internet,64.98,26,1724.3,month-to-month,bank_transfer,2,4.7,0
307,Cliente 307,cliente307@example.com,0942843664,Fibra 500MB,49.89,68,3336.38,month-to-month,cash,2,3.86,0
308,Cliente 308,cliente308@example.com,0999470444,Fibra 500MB,19.75,20,368.12,one-year,cash,0,5.0,0
309,Cliente 309,cliente309@example.com,0985446225,Fibra 500MB,34.88,61,1941.89,month-to-month,credit_card,2,3.73,0
310,Cliente 310,cliente310@example.com,0936935272,Fibra 500MB,47.99,30,1386.22,month-to-month,bank_transfer,1,4.24,0
311,Cliente 311,cliente311@example.com,0953722756,Plan Familiar,65.23,15,894.06,month-to-month,credit_card,3,2.57,1
312,Cliente 312,cliente312@example.com,0972291631,Plan Ilimitado,68.36,7,442.82,month-to-month,bank_transfer,1,1.76,1
313,Cliente 313,cliente313@example.com,0998277592,Plan Prepago Movil,76.94,40,2780.85,month-to-month,credit_card,3,3.28,1
314,Cliente 314,cliente314@example.com,0908319488,Plan Familiar,47.35,32,1431.91,one-year,bank_transfer,0,3.64,1
315,Cliente 315,cliente315@example.com,0938462013,Plan Familiar,58.74,37,2272.27,month-to-month,credit_card,3,3.96,0
316,Cliente 316,cliente316@example.com,0958177880,Fibra 500MB,18.82,3,54.02,month-to-month,cash,1,2.04,0
317,Cliente 317,cliente317@example.com,0929629328,Fibra 200MB,52.74,19,938.06,two-year,cash,1,4.33,0
318,Cliente 318,cliente318@example.com,0994662508,Plan Prepago Movil,25.65,0,0.0,two-year,credit_card,2,2.69,0
319,Cliente 319,cliente319@example.com,0981600678,Combo TV+Internet,43.87,22,912.25,month-to-month,bank_transfer,0,4.27,0
320,Cliente 320,cliente320@example.com,0939533733,Plan Ilimitado,99.54,67,6676.39,month-to-month,credit_card,0,4.63,0
321,Cliente 321,cliente321@example.com,0933308241,Plan Familiar,50.46,11,552.38,month-to-month,bank_transfer,2,,0
322,Cliente 322,cliente322@example.com,0952129872,Plan Ilimitado,29.45,50,1331.29,month-to-month,credit_card,1,2.54,0
323,Cliente 323,cliente323@example.com,0968682437,Plan Prepago Movil,52.34,0,0.0,month-to-month,credit_card,2,5.0,0
324,Cliente 324,cliente324@example.com,0913702726,Fibra 500MB,35.69,41,1324.91,two-year,bank_transfer,1,4.56,0
325,Cliente 325,cliente325@example.com,0944387774,Plan Familiar,27.71,67,1859.55,one-year,bank_transfer,0,3.77,0
326,Cliente 326,cliente326@example.com,0910484956,Fibra 500MB,82.86,24,2068.92,month-to-month,bank_transfer,0,5.0,0
327,Cliente 327,cliente327@example.com,0907859249,Fibra 200MB,64.2,14,931.27,two-year,bank_transfer,1,3.69,0
328,Cliente 328,cliente328@example.com,0966453605,Combo TV+Internet,51.22,41,1954.82,month-to-month,credit_card,0,2.92,0
329,Cliente 329,cliente329@example.com,0990460012,Combo TV+Internet,37.95,20,767.65,month-to-month,credit_card,2,2.5,0
330,Cliente 330,cliente330@example.com,0981635980,Plan Prepago Movil,39.41,65,2610.22,month-to-month,bank_transfer,1,3.48,0
331,Cliente 331,cliente331@example.com,0903876817,Fibra 200MB,72.76,61,4569.98,month-to-month,bank_transfer,0,4.45,1
332,Cliente 332,cliente332@example.com,0999762724,Fibra 500MB,50.52,47,2229.46,two-year,credit_card,2,5.0,0
333,Cliente 333,cliente333@example.com,0913040766,Plan Ilimitado,15.0,46,667.66,month-to-month,credit_card,1,3.63,0
334,Cliente 334,cliente334@example.com,0977661741,Plan Prepago Movil,88.58,43,3554.6,one-year,bank_transfer,1,4.93,0
335,Cliente 335,cliente335@example.com,0943158019,Fibra 1GB,48.3,53,2313.24,month-to-month,bank_transfer,2,3.36,0
336,Cliente 336,cliente336@example.com,0962308621,Plan Prepago Movil,51.18,33,1687.0,two-year,cash,2,2.74,0
337,Cliente 337,cliente337@example.com,0965729117,Fibra 1GB,64.56,70,4359.76,one-year,credit_card,0,2.16,0
338,Cliente 338,cliente338@example.com,0953754275,Plan Prepago Movil,53.38,25,1250.72,month-to-month,bank_transfer,1,3.04,1
339,Cliente 339,cliente339@example.com,0984202725,Internet Hogar 100MB,58.44,0,0.0,month-to-month,bank_transfer,0,2.2,0
340,Cliente 340,cliente340@example.com,0929987500,Plan Ilimitado,37.37,50,1820.58,two-year,credit_card,1,5.0,0
341,Cliente 341,cliente341@example.com,0947159855,Combo TV+Internet,22.86,48,1151.26,month-to-month,credit_card,2,4.08,0
342,Cliente 342,cliente342@example.com,0900380720,Internet Hogar 100MB,50.04,71,3620.36,month-to-month,credit_card,4,3.49,0
343,Cliente 343,cliente343@example.com,0906059538,Fibra 1GB,70.77,28,2041.76,two-year,cash,1,5.0,0
344,Cliente 344,cliente344@example.com,0902109209,Plan Prepago Movil,33.34,31,1050.08,month-to-month,credit_card,0,2.17,0
345,Cliente 345,cliente345@example.com,0992464728,Plan Ilimitado,31.9,41,1197.89,month-to-month,bank_transfer,1,3.45,0
346,Cliente 346,cliente346@example.com,0950608915,Plan Familiar,66.98,28,1706.19,month-to-month,bank_transfer,3,5.0,0
347,Cliente 347,cliente347@example.com,0930600829,Plan Prepago Movil,36.77,57,2173.99,month-to-month,credit_card,4,3.44,0
348,Cliente 348,cliente348@example.com,0955432760,Fibra 500MB,37.61,31,1073.49,month-to-month,cash,0,5.0,0
349,Cliente 349,cliente349@example.com,0938422183,Fibra 500MB,38.28,57,2091.81,month-to-month,bank_transfer,0,4.46,0
350,Cliente 350,cliente350@example.com,0920837734,Plan Familiar,43.83,31,1347.16,month-to-month,credit_card,2,5.0,0
351,Cliente 351,cliente351@example.com,0916621365,Fibra 500MB,16.67,16,248.53,month-to-month,bank_transfer,1,5.0,0
352,Cliente 352,cliente352@example.com,0905714830,Plan Familiar,35.29,72,2372.66,month-to-month,bank_transfer,2,3.6,0
353,Cliente 353,cliente353@example.com,0990027620,Plan Familiar,49.15,38,1811.55,two-year,credit_card,0,3.06,0
354,Cliente 354,cliente354@example.com,0990941331,Plan Ilimitado,49.02,51,2385.35,one-year,bank_transfer,2,3.47,0
355,Cliente 355,cliente355@example.com,0946469172,Plan Familiar,65.84,43,2835.33,month-to-month,bank_transfer,2,2.51,0
356,Cliente 356,cliente356@example.com,0903393793,Fibra 1GB,78.11,26,1850.64,month-to-month,credit_card,1,3.53,0
357,Cliente 357,cliente357@example.com,0919447359,Internet Hogar 100MB,72.22,70,4920.49,one-year,cash,2,3.6,0
358,Cliente 358,cliente358@example.com,0907359649,Plan Familiar,61.46,27,1536.85,month-to-month,bank_transfer,1,5.0,0
359,Cliente 359,cliente359@example.com,0961037419,Combo TV+Internet,42.32,72,3019.64,month-to-month,bank_transfer,2,4.25,0
360,Cliente 360,cliente360@example.com,0910315491,Internet Hogar 100MB,33.78,31,960.72,one-year,credit_card,1,5.0,0
361,Cliente 361,cliente361@example.com,0926639867,Combo TV+Internet,45.32,1,42.13,month-to-month,credit_card,4,1.22,1
362,Cliente 362,cliente362@example.com,0954580145,Fibra 1GB,55.54,2,113.37,one-year,credit_card,1,2.26,0
363,Cliente 363,cliente363@example.com,0916024065,Plan Familiar,59.79,71,3970.33,two-year,bank_transfer,2,3.21,0
364,Cliente 364,cliente364@example.com,0955666261,Fibra 500MB,56.22,38,2158.92,two-year,bank_transfer,0,5.0,0
365,Cliente 365,cliente365@example.com,0909113987,Fibra 500MB,42.82,28,1128.17,month-to-month,bank_transfer,3,3.48,0
366,Cliente 366,cliente366@example.com,0916832819,Fibra 200MB,59.16,59,3264.45,month-to-month,credit_card,3,1.99,0
367,Cliente 367,cliente367@example.com,0947379420,Internet Hogar 100MB,67.7,45,2878.56,month-to-month,bank_transfer,1,3.33,0
368,Cliente 368,cliente368@example.com,0999608423,Plan Prepago Movil,60.84,48,3014.18,one-year,cash,2,2.28,1
369,Cliente 369,cliente369@example.com,0997578630,Internet Hogar 100MB,44.42,50,2131.22,two-year,bank_transfer,3,2.07,0
370,Cliente 370,cliente370@example.com,0912701941,Fibra 1GB,29.99,14,393.23,two-year,bank_transfer,0,5.0,0
371,Cliente 371,cliente371@example.com,0989516895,Fibra 1GB,29.56,6,173.9,month-to-month,cash,1,3.21,0
372,Cliente 372,cliente372@example.com,0998166757,Combo TV+Internet,32.74,53,1662.07,two-year,credit_card,2,3.79,0
373,Cliente 373,cliente373@example.com,0952498632,Fibra 1GB,49.63,1,50.55,month-to-month,bank_transfer,1,3.5,0
374,Cliente 374,cliente374@example.com,0923953837,Plan Familiar,54.36,52,2964.0,two-year,cash,5,3.32,0
375,Cliente 375,cliente375@example.com,0963969023,Fibra 1GB,19.54,9,172.16,month-to-month,bank_transfer,1,2.68,0
376,Cliente 376,cliente376@example.com,0968116360,Plan Ilimitado,35.93,19,660.66,month-to-month,credit_card,1,3.26,0
377,Cliente 377,cliente377@example.com,0950911124,Fibra 200MB,49.38,51,2396.13,month-to-month,cash,4,3.97,0
378,Cliente 378,cliente378@example.com,0969804816,Plan Prepago Movil,28.81,45,1356.09,two-year,credit_card,1,5.0,0
379,Cliente 379,cliente379@example.com,0941020157,Fibra 1GB,52.81,57,2927.37,month-to-month,credit_card,1,4.64,0
380,Cliente 380,cliente380@example.com,0957036051,Fibra 1GB,39.47,44,1609.38,month-to-month,credit_card,1,2.26,0
381,Cliente 381,cliente381@example.com,0946905506,Plan Familiar,31.98,3,100.29,month-to-month,bank_transfer,2,4.69,0
382,Cliente 382,cliente382@example.com,0906210424,Fibra 200MB,45.96,61,2927.29,month-to-month,credit_card,0,4.12,0
383,Cliente 383,cliente383@example.com,0988741401,Plan Ilimitado,52.06,15,753.85,two-year,bank_transfer,0,2.91,0
384,Cliente 384,cliente384@example.com,0936762796,Plan Prepago Movil,29.73,9,254.79,month-to-month,cash,1,3.8,0
385,Cliente 385,cliente385@example.com,0978782311,Plan Prepago Movil,40.63,64,2605.69,month-to-month,bank_transfer,1,4.23,0
386,Cliente 386,cliente386@example.com,0959270954,Plan Ilimitado,53.42,14,766.08,one-year,bank_transfer,2,3.65,0
387,Cliente 387,cliente387@example.com,0939415574,Plan Prepago Movil,31.28,39,1189.15,month-to-month,cash,1,4.13,1
388,Cliente 388,cliente388@example.com,0920913120,Fibra 200MB,15.16,35,503.87,month-to-month,cash,1,2.65,0
389,Cliente 389,cliente389@example.com,0939296869,Plan Ilimitado,17.34,56,917.84,month-to-month,credit_card,2,5.0,0
390,Cliente 390,cliente390@example.com,0958090172,Fibra 200MB,37.48,3,106.7,month-to-month,credit_card,2,1.48,0
391,Cliente 391,cliente391@example.com,0908543735,Combo TV+Internet,21.27,7,136.64,month-to-month,bank_transfer,1,4.24,0
392,Cliente 392,cliente392@example.com,0913023785,Fibra 200MB,38.74,30,1181.72,month-to-month,cash,0,4.0,0
393,Cliente 393,cliente393@example.com,0993461484,Plan Ilimitado,74.97,34,2334.21,month-to-month,bank_transfer,1,4.31,0
394,Cliente 394,cliente394@example.com,0996143934,Fibra 1GB,20.19,57,1104.51,one-year,credit_card,1,2.82,0
395,Cliente 395,cliente395@example.com,0969581827,Fibra 200MB,39.91,44,1800.37,two-year,bank_transfer,3,4.89,0
396,Cliente 396,cliente396@example.com,0956050542,Plan Familiar,83.38,10,800.96,two-year,bank_transfer,1,3.48,0
397,Cliente 397,cliente397@example.com,0942003751,Fibra 200MB,52.35,71,3509.5,month-to-month,bank_transfer,0,2.3,0
398,Cliente 398,cliente398@example.com,0945212025,Combo TV+Internet,38.38,33,1320.04,month-to-month,cash,2,,0
399,Cliente 399,cliente399@example.com,0988639930,Fibra 1GB,42.18,70,2713.38,two-year,bank_transfer,1,3.74,0
